collection,filename,page numbers,pages in document,main title,sub title,alt title,descriptive title,author,publication,volume,issue/number,date (month.day/season),year,publisher,publisher location,subjects
russian,fla-BashkM-nas1-0008-001.tif,119,119-128,TALK ABOUT NEW BOOKS.,--,--,--,--,Catholic World,51,301,04.00,1890,,,Leonid Andreyev
russian,fla-BashkM-nas1-0008-002.tif,120,119-128,TALK ABOUT NEW BOOKS.,--,--,--,--,Catholic World,51,301,04.00,1890,,,Leonid Andreyev
russian,fla-BashkM-nas1-0008-003.tif,121,119-128,TALK ABOUT NEW BOOKS.,--,--,--,--,Catholic World,51,301,04.00,1890,,,Leonid Andreyev
russian,fla-BashkM-nas1-0008-004.tif,122,119-128,TALK ABOUT NEW BOOKS.,--,--,--,--,Catholic World,51,301,04.00,1890,,,Leonid Andreyev
russian,fla-BashkM-nas1-0008-005.tif,123,119-128,TALK ABOUT NEW BOOKS.,--,--,--,--,Catholic World,51,301,04.00,1890,,,Leonid Andreyev
russian,fla-BashkM-nas1-0008-006.tif,124,119-128,TALK ABOUT NEW BOOKS.,--,--,--,--,Catholic World,51,301,04.00,1890,,,Leonid Andreyev
russian,fla-BashkM-nas1-0008-007.tif,125,119-128,TALK ABOUT NEW BOOKS.,--,--,--,--,Catholic World,51,301,04.00,1890,,,Leonid Andreyev
russian,fla-BashkM-nas1-0008-008.tif,126,119-128,TALK ABOUT NEW BOOKS.,--,--,--,--,Catholic World,51,301,04.00,1890,,,Leonid Andreyev
russian,fla-BashkM-nas1-0008-009.tif,127,119-128,TALK ABOUT NEW BOOKS.,--,--,--,--,Catholic World,51,301,04.00,1890,,,Leonid Andreyev
russian,fla-BashkM-nas1-0008-010.tif,128,119-128,TALK ABOUT NEW BOOKS.,--,--,--,--,Catholic World,51,301,04.00,1890,,,Leonid Andreyev
russian,fla-GorkyM-nas1-0018-001A.tif,422,422-423,A New Masterpiece by Maxim Gorky.,--,--,--,--,Current Opinion,59,6,12.00,1915,Current Literature PublishingCo.,"New York, NY",Maxim Gorky
russian,fla-GorkyM-nas1-0018-001B.tif,422,422-423,A New Masterpiece by Maxim Gorky.,--,--,--,--,Current Opinion,59,6,12.00,1915,Current Literature PublishingCo.,"New York, NY",Maxim Gorky
russian,fla-GorkyM-nas1-0018-002A.tif,423,422-423,A New Masterpiece by Maxim Gorky.,--,--,--,--,Current Opinion,59,6,12.00,1915,Current Literature PublishingCo.,"New York, NY",Maxim Gorky
russian,fla-GorkyM-nas1-0018-002B.tif,423,422-423,A New Masterpiece by Maxim Gorky.,--,--,--,--,Current Opinion,59,6,12.00,1915,Current Literature PublishingCo.,"New York, NY",Maxim Gorky
russian,fla-RussianLit-nas1-0089-001.tif,93,93,WHY CREATIVE LITERATURE IN RUSSIA IS LACKING,Is It a Fruitless Vacuum?,--,--,--,Current Opinion,72,1,01.00,1922,Current Literature PublishingCo.,"New York, NY",Maxim Gorky
russian,fla-RussianLit-nas1-0090-001A.tif,263,263-264,How Translators Make Mince-Meat of Masterpieces.,--,--,--,--,Current Opinion,61,4,10.00,1916,Current Literature PublishingCo.,"New York, NY",Anton Chekhov
russian,fla-RussianLit-nas1-0090-001B.tif,263,263-264,How Translators Make Mince-Meat of Masterpieces.,--,--,--,--,Current Opinion,61,4,10.00,1916,Current Literature PublishingCo.,"New York, NY",Anton Chekhov
russian,fla-RussianLit-nas1-0090-002.tif,264,263-264,How Translators Make Mince-Meat of Masterpieces.,--,--,--,--,Current Opinion,61,4,10.00,1916,Current Literature PublishingCo.,"New York, NY",Anton Chekhov
russian,fla-RussianLit-nas1-0091-001A.tif,190,190-191,Russian Classics for American Readers.,--,--,--,--,Current Opinion,59,3,09.00,1915,Current Literature PublishingCo.,"New York, NY",Anton Chekhov
russian,fla-RussianLit-nas1-0091-001B.tif,190,190-191,Russian Classics for American Readers.,--,--,--,--,Current Opinion,59,3,09.00,1915,Current Literature PublishingCo.,"New York, NY",Anton Chekhov
russian,fla-RussianLit-nas1-0091-002A.tif,191,190-191,Russian Classics for American Readers.,--,--,--,--,Current Opinion,59,3,09.00,1915,Current Literature PublishingCo.,"New York, NY",Anton Chekhov
russian,fla-RussianLit-nas1-0091-002B.tif,191,190-191,Russian Classics for American Readers.,--,--,--,--,Current Opinion,59,3,09.00,1915,Current Literature PublishingCo.,"New York, NY",Anton Chekhov
russian,fla-RussianLit-nas1-0092-001.tif,48,48-49,Russia's Greatest Comic Masterpiece.,--,--,--,--,Current Opinion,59,1,07.00,1915,Current Literature PublishingCo.,"New York, NY",Nikolai Gogol
russian,fla-RussianLit-nas1-0092-002A.tif,49,48-49,Russia's Greatest Comic Masterpiece.,--,--,--,--,Current Opinion,59,1,07.00,1915,Current Literature PublishingCo.,"New York, NY",Nikolai Gogol
russian,fla-RussianLit-nas1-0092-002B.tif,49,48-49,Russia's Greatest Comic Masterpiece.,--,--,--,--,Current Opinion,59,1,07.00,1915,Current Literature PublishingCo.,"New York, NY",Nikolai Gogol
russian,fla-RussianLit-nas1-0093-001.tif,197,197-198,THE RENAISSANCE OF INTEREST IN RUSSIAN LITERATURE,THE GREAT RUSSIAN NOVEL,--,--,--,Current Opinion,58,3,03.00,1915,Current Literature Publishing Co.,"New York, NY",Nikolai Gogol
russian,fla-RussianLit-nas1-0093-002A.tif,198,197-198,THE RENAISSANCE OF INTEREST IN RUSSIAN LITERATURE,THE GREAT RUSSIAN NOVEL,--,--,--,Current Opinion,58,3,03.00,1915,Current Literature Publishing Co.,"New York, NY",Nikolai Gogol
russian,fla-RussianLit-nas1-0093-002B.tif,198,197-198,THE RENAISSANCE OF INTEREST IN RUSSIAN LITERATURE,THE GREAT RUSSIAN NOVEL,--,--,--,Current Opinion,58,3,03.00,1915,Current Literature Publishing Co.,"New York, NY",Nikolai Gogol
russian,fla-RussianLit-nas1-0155-001.tif,48,48,"Artzibashef, the Apostle of Stirnerian Anarchism.",--,--,--,--,Current Opinion,59,1,07.00,1915,Current Literature PublishingCo.,"New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0156-001.tif,48,48,The Commercialization of Russian Literature.,--,--,--,--,Current Opinion,59,1,07.00,1915,Current Literature PublishingCo.,"New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0094-001.tif,205,205-215,The Deus ex Machina in Soviet Literature,--,--,--,"Manning, Clarence A.",American Review,8,2,12.00,1936,"Bookman Publishing Co., Inc.","New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0094-002.tif,206,205-215,The Deus ex Machina in Soviet Literature,--,--,--,"Manning, Clarence A.",American Review,8,2,12.00,1936,"Bookman Publishing Co., Inc.","New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0094-003.tif,207,205-215,The Deus ex Machina in Soviet Literature,--,--,--,"Manning, Clarence A.",American Review,8,2,12.00,1936,"Bookman Publishing Co., Inc.","New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0094-004.tif,208,205-215,The Deus ex Machina in Soviet Literature,--,--,--,"Manning, Clarence A.",American Review,8,2,12.00,1936,"Bookman Publishing Co., Inc.","New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0094-005.tif,209,205-215,The Deus ex Machina in Soviet Literature,--,--,--,"Manning, Clarence A.",American Review,8,2,12.00,1936,"Bookman Publishing Co., Inc.","New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0094-006.tif,210,205-215,The Deus ex Machina in Soviet Literature,--,--,--,"Manning, Clarence A.",American Review,8,2,12.00,1936,"Bookman Publishing Co., Inc.","New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0094-007.tif,211,205-215,The Deus ex Machina in Soviet Literature,--,--,--,"Manning, Clarence A.",American Review,8,2,12.00,1936,"Bookman Publishing Co., Inc.","New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0094-008.tif,212,205-215,The Deus ex Machina in Soviet Literature,--,--,--,"Manning, Clarence A.",American Review,8,2,12.00,1936,"Bookman Publishing Co., Inc.","New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0094-009.tif,213,205-215,The Deus ex Machina in Soviet Literature,--,--,--,"Manning, Clarence A.",American Review,8,2,12.00,1936,"Bookman Publishing Co., Inc.","New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0094-010.tif,214,205-215,The Deus ex Machina in Soviet Literature,--,--,--,"Manning, Clarence A.",American Review,8,2,12.00,1936,"Bookman Publishing Co., Inc.","New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0094-011.tif,215,205-215,The Deus ex Machina in Soviet Literature,--,--,--,"Manning, Clarence A.",American Review,8,2,12.00,1936,"Bookman Publishing Co., Inc.","New York, NY",Mikhail Artsybashev
russian,fla-RussianLit-nas1-0095-001.tif,472,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-002.tif,473,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-003.tif,474,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-004.tif,475,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-005.tif,476,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-006.tif,477,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-007.tif,478,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-008.tif,479,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-009.tif,480,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-010.tif,481,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-011.tif,482,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-012.tif,483,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-013.tif,484,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-014.tif,485,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-015.tif,486,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0095-016.tif,487,472-487,BOOKS AND FILMS IN RUSSIA,--,--,--,"Mirksky, D. S., Prince",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-001.tif,488,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-002.tif,489,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-003.tif,490,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-004.tif,491,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-005.tif,492,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-006.tif,493,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-007.tif,494,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-008.tif,495,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-009.tif,496,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-010.tif,497,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-011.tif,498,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-012.tif,499,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-013.tif,500,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0096-014.tif,501,488-501,YOUNG SOVIET WRITERS,--,--,--,"Gorky, Maxim",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0097-001A.tif,837,837-838,ROMANOV PSYCHOLOGY,--,--,"review of The Education of a Princess by Marie, Grand Duchess of Russia, trans. Russell Lord (Viking Press)","Karpovich, Michael",Yale Review,20,4,06.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0097-001B.tif,837,837-838,ROMANOV PSYCHOLOGY,--,--,"review of The Education of a Princess by Marie, Grand Duchess of Russia, trans. Russell Lord (Viking Press)","Karpovich, Michael",Yale Review,20,4,06.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0097-002A.tif,838,837-838,ROMANOV PSYCHOLOGY,--,--,"review of The Education of a Princess by Marie, Grand Duchess of Russia, trans. Russell Lord (Viking Press)","Karpovich, Michael",Yale Review,20,4,06.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0097-002B.tif,838,837-838,ROMANOV PSYCHOLOGY,--,--,"review of The Education of a Princess by Marie, Grand Duchess of Russia, trans. Russell Lord (Viking Press)","Karpovich, Michael",Yale Review,20,4,06.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0098-001A.tif,629,629-630,ONE LINE OF DEFENSE,--,--,"review of Myself and the Theatre by Theodore Komisarjevsky (E. P. Dutton & Co.); and Footlights Across America by Kenneth Macgowan (Harcourt, Brace & Co.)","Horgan, Paul",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0098-001B.tif,629,629-630,ONE LINE OF DEFENSE,--,--,"review of Myself and the Theatre by Theodore Komisarjevsky (E. P. Dutton & Co.); and Footlights Across America by Kenneth Macgowan (Harcourt, Brace & Co.)","Horgan, Paul",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-RussianLit-nas1-0098-002.tif,630,629-630,ONE LINE OF DEFENSE,--,--,"review of Myself and the Theatre by Theodore Komisarjevsky (E. P. Dutton & Co.); and Footlights Across America by Kenneth Macgowan (Harcourt, Brace & Co.)","Horgan, Paul",Yale Review,20,3,03.00,1931,Yale University Press,"New Haven, CT",Vladimir Mayakovsky
russian,fla-SologubF-nas1-0001-001.tif,190,190,Feodor Sologub's Short Stories,The Story of an Old House.,"""A Translator's Lot Is Not A Happy One.""",--,--,Current Opinion,59,3,09.00,1915,Current Literature Publishing Co.,"New York, NY",Fyodor Sologub
russian,fla-TolstoyLN-nas1-0256-001.tif,457,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-002.tif,458,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-003.tif,459,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-004.tif,460,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-005.tif,461,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-006.tif,462,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-007.tif,463,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-008.tif,464,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-009.tif,465,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-010.tif,466,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-011.tif,467,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-012.tif,468,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-013.tif,469,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-014.tif,470,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-015.tif,471,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0256-016.tif,472,457-472,TOLSTOY.,--,--,--,"Edwards, George Clifton",Sewanee Review,9,4,10.00,1901,T. Hodgson,"Sewanee, TN",Leo Tolstoy
russian,fla-TolstoyLN-nas1-0257-001A.tif,479,479-482,Editor's Easy Chair,--,--,--,--,Harper's Monthly Magazine,114,681,02.00,1907,Harper and Brothers,"New York, NY",Leo Tolstoy ; Stendhal
russian,fla-TolstoyLN-nas1-0257-001B.tif,479,479-482,Editor's Easy Chair,--,--,--,--,Harper's Monthly Magazine,114,681,02.00,1907,Harper and Brothers,"New York, NY",Leo Tolstoy ; Stendhal
russian,fla-TolstoyLN-nas1-0257-002.tif,480,479-482,Editor's Easy Chair,--,--,--,--,Harper's Monthly Magazine,114,681,02.00,1907,Harper and Brothers,"New York, NY",Leo Tolstoy ; Stendhal
russian,fla-TolstoyLN-nas1-0257-003.tif,481,479-482,Editor's Easy Chair,--,--,--,--,Harper's Monthly Magazine,114,681,02.00,1907,Harper and Brothers,"New York, NY",Leo Tolstoy ; Stendhal
russian,fla-TolstoyLN-nas1-0257-004.tif,482,479-482,Editor's Easy Chair,--,--,--,--,Harper's Monthly Magazine,114,681,02.00,1907,Harper and Brothers,"New York, NY",Leo Tolstoy ; Stendhal
russian,fla-AndreyevLN-nas1-0004-001.tif,103,103-104,Andreev and Vildrac,--,--,--,"Lewisohn, Ludwig",Nation,114,2951,01.25,1922,New York Evening Post Co.,"New York, NY",Leonid Andreyev
russian,fla-AndreyevLN-nas1-0004-002A.tif,104,103-104,Andreev and Vildrac,--,--,--,"Lewisohn, Ludwig",Nation,114,2951,01.25,1922,New York Evening Post Co.,"New York, NY",Leonid Andreyev
russian,fla-AndreyevLN-nas1-0004-002B.tif,104,103-104,Andreev and Vildrac,--,--,--,"Lewisohn, Ludwig",Nation,114,2951,01.25,1922,New York Evening Post Co.,"New York, NY",Leonid Andreyev
russian,fla-AndreyevLN-nas1-0005-001.tif,46,46,Andreyev's Satan,--,--,"review of Satan's Diary by Leonid Andreyev, trans. By Herman Berstein (Boni and Liveright)","Brewster, Dorothy",Nation,112,2897,01.12,1921,New York Evening Post Co.,"New York, NY",Leonid Andreyev
russian,fla-BlokAA-nas1-0003-001A.tif,149,149-151,ALEXANDER BLOK,--,--,--,"Wescott, Glenway",Poetry: A Magazine of Verse,19,3,12.00,1921,Poetry Foundation,"Chicago, IL",Alexander Blok
russian,fla-BlokAA-nas1-0003-001B.tif,149,149-151,ALEXANDER BLOK,--,--,--,"Wescott, Glenway",Poetry: A Magazine of Verse,19,3,12.00,1921,Poetry Foundation,"Chicago, IL",Alexander Blok
russian,fla-BlokAA-nas1-0003-002.tif,150,149-151,ALEXANDER BLOK,--,--,--,"Wescott, Glenway",Poetry: A Magazine of Verse,19,3,12.00,1921,Poetry Foundation,"Chicago, IL",Alexander Blok
russian,fla-BlokAA-nas1-0003-003A.tif,151,149-151,ALEXANDER BLOK,--,--,--,"Wescott, Glenway",Poetry: A Magazine of Verse,19,3,12.00,1921,Poetry Foundation,"Chicago, IL",Alexander Blok
russian,fla-BlokAA-nas1-0003-003B.tif,151,149-151,ALEXANDER BLOK,--,--,--,"Wescott, Glenway",Poetry: A Magazine of Verse,19,3,12.00,1921,Poetry Foundation,"Chicago, IL",Alexander Blok
russian,fla-ChekhovAP-nas1-0008-001.tif,400,400,Chekhov,--,--,"reviews of Reminiscences of Anton Chekhov by Maxim Gorki, Alexander Kuprin, and I. A. Bunin, trans. By S. S. Koteliansky and Leonard Woolf (B. W. Huebsch); and Note-Book of Anton Chekhov, trans. by S. S. Kotelianski and Leonard Woolf (B. W. Huebsch)","Zeitlin, Jacob",Nation,114,2961,04.05,1922,New York Evening Post Co.,"New York, NY",Anton Chekhov ; Maxim Gorky ; Aleksandr Kuprin ; Ivan Bunin
russian,fla-ChekhovAP-nas1-0009-001A.tif,625,625,--,--,--,review of The Cook's Wedding and Other Stories by Anton Chekhov (Macmillan),--,Nation,114,2968,05.24,1922,New York Evening Post Co.,"New York, NY",Anton Chekhov
russian,fla-ChekhovAP-nas1-0009-001B.tif,625,625,--,--,--,review of The Cook's Wedding and Other Stories by Anton Chekhov (Macmillan),--,Nation,114,2968,05.24,1922,New York Evening Post Co.,"New York, NY",Anton Chekhov
russian,fla-ChirikovYN-nas1-0002-001.tif,16,16-19,THE HERO: A RUSSIAN WAR STORY,--,--,--,"Tchirikov, Evgeny;Cournos, John, trans.",Craftsman,27,1,10.00,1914,The Craftsman Publishing Co.,"Eastwood, NY",Anton Chekhov
russian,fla-ChirikovYN-nas1-0002-002.tif,17,16-19,THE HERO: A RUSSIAN WAR STORY,--,--,--,"Tchirikov, Evgeny;Cournos, John, trans.",Craftsman,27,1,10.00,1914,The Craftsman Publishing Co.,"Eastwood, NY",Anton Chekhov
russian,fla-ChirikovYN-nas1-0002-003.tif,18,16-19,THE HERO: A RUSSIAN WAR STORY,--,--,--,"Tchirikov, Evgeny;Cournos, John, trans.",Craftsman,27,1,10.00,1914,The Craftsman Publishing Co.,"Eastwood, NY",Anton Chekhov
russian,fla-ChirikovYN-nas1-0002-004.tif,19,16-19,THE HERO: A RUSSIAN WAR STORY,--,--,--,"Tchirikov, Evgeny;Cournos, John, trans.",Craftsman,27,1,10.00,1914,The Craftsman Publishing Co.,"Eastwood, NY",Anton Chekhov
russian,fla-DostFM-nas1-0270-001A.tif,694,694,--,--,--,--,--,Nation,109,2839,11.29,1919,New York Evening Post Co.,"New York, NY",Fyodor Dostoyevsky
russian,fla-DostFM-nas1-0270-001B.tif,694,694,--,--,--,--,--,Nation,109,2839,11.29,1919,New York Evening Post Co.,"New York, NY",Fyodor Dostoyevsky
russian,fla-GippiusZN-nas1-0001-001A.tif,473,473-474,The Two Comedies,--,--,in Drama section,"Lewisohn, Ludwig",Nation,114,2963,04.19,1922,New York Evening Post Co.,"New York, NY",Zinaida Gippius ; Ruth Draper
russian,fla-GippiusZN-nas1-0001-001B.tif,473,473-474,The Two Comedies,--,--,in Drama section,"Lewisohn, Ludwig",Nation,114,2963,04.19,1922,New York Evening Post Co.,"New York, NY",Zinaida Gippius ; Ruth Draper
russian,fla-GippiusZN-nas1-0001-002A.tif,474,473-474,The Two Comedies,--,--,in Drama section,"Lewisohn, Ludwig",Nation,114,2963,04.19,1922,New York Evening Post Co.,"New York, NY",Zinaida Gippius ; Ruth Draper
russian,fla-GippiusZN-nas1-0001-002B.tif,474,473-474,The Two Comedies,--,--,in Drama section,"Lewisohn, Ludwig",Nation,114,2963,04.19,1922,New York Evening Post Co.,"New York, NY",Zinaida Gippius ; Ruth Draper
